64,0.0004197
128,0.0032192
192,0.0117606
256,0.0419524
320,0.0641645
384,0.133244
448,0.169229
512,0.359088
576,0.34351
640,0.55939
704,0.64928
768,1.06964
832,1.25771
896,1.69001
960,2.09549
1024,3.56295
1088,3.34153
1152,4.11352
1216,4.93457
1280,5.97442
1344,6.7675
1408,8.33469
1472,13.6407
64,0.0002936
128,0.0032057
192,0.0134849
256,0.0378634
320,0.0603931
384,0.119441
448,0.155537
512,0.338018
576,0.360389
640,0.573366
704,0.658443
768,1.01413
832,1.20142
896,1.66099
960,2.07415
1024,3.38924
1088,3.34414
1152,4.39371
1216,4.95623
1280,6.04057
1344,6.93832
1408,9.06841
1472,14.4138
64,0.0002897
128,0.0034217
192,0.0116358
256,0.0375262
320,0.0596055
384,0.113522
448,0.162604
512,0.343769
576,0.372609
640,0.581795
704,0.779157
768,1.03851
832,1.25332
896,1.65199
960,2.09739
1024,3.79441
1088,3.34637
1152,4.29124
1216,5.1864
1280,5.95174
1344,6.84054
1408,8.32228
1472,13.786
64,0.0004194
128,0.0035829
192,0.0114543
256,0.0368595
320,0.0624729
384,0.130003
448,0.199114
512,0.350313
576,0.372575
640,0.628843
704,0.849897
768,1.0647
832,1.26918
896,1.65301
960,2.09319
1024,3.24022
1088,3.37316
1152,4.12221
1216,5.19502
1280,6.16915
1344,6.86628
1408,8.30385
1472,13.6073
64,0.000447
128,0.0036248
192,0.0119595
256,0.0420422
320,0.0711141
384,0.131152
448,0.199398
512,0.365416
576,0.420392
640,0.659522
704,0.859456
768,1.14679
832,1.29658
896,1.66588
960,2.08625
1024,3.33964
1088,3.58169
1152,4.18572
1216,5.11772
1280,6.09149
1344,6.87991
1408,8.42475
1472,13.6455
