64,0.0
128,0.0
192,0.015625
256,0.03125
320,0.046875
384,0.078125
448,0.125
512,0.375
576,0.28125
640,0.484375
704,0.484375
768,1.046875
832,0.859375
896,1.578125
960,1.296875
1024,2.9375
1088,2.015625
1152,3.421875
1216,3.265625
1280,4.859375
1344,4.859375
1408,6.875
1472,10.28125
64,0.0
128,0.0
192,0.015625
256,0.03125
320,0.046875
384,0.078125
448,0.125
512,0.390625
576,0.28125
640,0.5
704,0.546875
768,1.0625
832,0.828125
896,1.609375
960,1.3125
1024,2.75
1088,2.046875
1152,3.421875
1216,3.28125
1280,4.859375
1344,4.875
1408,6.875
1472,10.203125
64,0.0
128,0.0
192,0.0
256,0.03125
320,0.046875
384,0.078125
448,0.125
512,0.359375
576,0.265625
640,0.46875
704,0.484375
768,1.09375
832,0.828125
896,1.625
960,1.328125
1024,2.78125
1088,2.078125
1152,3.421875
1216,3.265625
1280,4.921875
1344,4.875
1408,6.890625
1472,10.46875
64,0.0
128,0.0
192,0.015625
256,0.03125
320,0.046875
384,0.078125
448,0.140625
512,0.40625
576,0.265625
640,0.484375
704,0.5
768,1.046875
832,0.8125
896,1.59375
960,1.28125
1024,2.734375
1088,2.0625
1152,3.640625
1216,3.484375
1280,4.96875
1344,4.90625
1408,6.921875
1472,11.03125
64,0.0
128,0.0
192,0.015625
256,0.03125
320,0.046875
384,0.078125
448,0.125
512,0.34375
576,0.265625
640,0.484375
704,0.484375
768,1.09375
832,0.875
896,1.671875
960,1.40625
1024,2.734375
1088,2.03125
1152,3.453125
1216,3.296875
1280,4.890625
1344,5.0
1408,6.921875
1472,10.1875
1472,10.421875
