8,0.0
16,0.0
24,0.015625
32,0.03125
40,0.046875
48,0.109375
56,0.171875
64,0.25
72,0.390625
80,0.5
88,0.59375
96,0.84375
104,1.375
112,1.421875
120,1.65625
128,1.96875
136,2.234375
144,2.6875
152,3.0
160,3.78125
168,4.40625
176,4.671875
184,5.34375
192,6.046875
200,7.484375
208,8.09375
216,9.046875
224,10.203125
8,0.0
16,0.0
24,0.015625
32,0.03125
40,0.0625
48,0.09375
56,0.171875
64,0.234375
72,0.34375
80,0.453125
88,0.65625
96,0.828125
104,1.125
112,1.234375
120,1.484375
128,1.875
136,2.40625
144,3.0
152,3.171875
160,3.65625
168,4.4375
176,4.90625
184,5.515625
192,6.859375
200,8.640625
208,8.21875
216,8.859375
224,9.640625
232,10.96875
8,0.0
16,0.0
24,0.015625
32,0.03125
40,0.046875
48,0.109375
56,0.171875
64,0.265625
72,0.359375
80,0.5
88,0.84375
96,0.84375
104,1.046875
112,1.203125
120,1.484375
128,1.78125
136,2.203125
144,2.546875
152,3.0625
160,3.515625
168,4.078125
176,4.9375
184,5.859375
192,6.59375
200,7.0
208,7.765625
216,9.234375
224,9.75
232,10.703125
8,0.0
16,0.0
24,0.015625
32,0.03125
40,0.0625
48,0.09375
56,0.1875
64,0.25
72,0.328125
80,0.46875
88,0.609375
96,0.78125
104,1.21875
112,1.203125
120,1.484375
128,1.84375
136,2.171875
144,2.578125
152,3.015625
160,3.609375
168,4.078125
176,4.765625
184,5.625
192,6.328125
200,6.9375
208,7.890625
216,8.859375
224,9.671875
232,11.546875
